Nr_Treno	Stazione	Arrivo_Programmato	Arrivo_Effettivo	Ritardo_In_Minuti
11526	ANCONA	03/03/17 05.33.00	03/03/17 05.34.00	1.0
11526	FALCONARA MARITTIMA	03/03/17 05.40.00	03/03/17 05.40.30	0.5
11526	SENIGALLIA	03/03/17 05.50.00	03/03/17 05.49.00	-1.0
11526	MAROTTA MONDOLFO	03/03/17 05.57.00	03/03/17 05.55.30	-1.5
11526	FANO	03/03/17 06.05.00	03/03/17 06.03.30	-1.5
11526	PESARO	03/03/17 06.14.00	03/03/17 06.13.00	-1.0
11526	CATTOLICA S.GIOVANNI GABICCE	03/03/17 06.25.00	03/03/17 06.26.00	1.0
11526	RICCIONE	03/03/17 06.32.00	03/03/17 06.32.30	0.5
11526	RIMINI	03/03/17 06.43.00	03/03/17 06.39.30	-3.5
11526	CESENA	03/03/17 07.04.00	03/03/17 07.05.30	1.5
11526	FORLI`	03/03/17 07.16.00	03/03/17 07.17.30	1.5
11526	FAENZA	03/03/17 07.27.00	03/03/17 07.27.00	0.0
11526	CASTELBOLOGNESE	03/03/17 07.42.00	03/03/17 07.37.00	-5.0
11526	IMOLA	03/03/17 07.50.00	03/03/17 07.49.30	-0.5
11526	CASTEL S.PIETRO TERME	03/03/17 08.04.00	03/03/17 08.04.00	0.0
11526	BOLOGNA C.LE	03/03/17 08.21.00	03/03/17 08.19.00	-2.0
11526	CASTELFRANCO D'EMILIA	03/03/17 08.45.00	03/03/17 08.45.30	0.5
11526	MODENA	03/03/17 08.54.00	03/03/17 08.54.30	0.5
11526	REGGIO EMILIA	03/03/17 09.08.00	03/03/17 09.09.30	1.5
11526	PARMA	03/03/17 09.23.00	03/03/17 09.25.00	2.0
11526	FIDENZA	03/03/17 09.35.00	03/03/17 09.37.30	2.5
11526	FIORENZUOLA	03/03/17 09.46.00	03/03/17 09.47.30	1.5
11526	PIACENZA	03/03/17 10.05.00	03/03/17 10.01.30	-3.5
11418	BOLOGNA C.LE	03/03/17 18.52.00	03/03/17 18.54.00	2.0
11418	ANZOLA	03/03/17 19.03.00	03/03/17 19.07.00	4.0
11418	SAMOGGIA	03/03/17 19.08.00	03/03/17 19.11.30	3.5
11418	CASTELFRANCO D'EMILIA	03/03/17 19.14.00	03/03/17 19.16.00	2.0
11418	MODENA	03/03/17 19.23.00	03/03/17 19.23.30	0.5
11418	RUBIERA	03/03/17 19.32.00	03/03/17 19.32.30	0.5
11418	REGGIO EMILIA	03/03/17 19.40.00	03/03/17 19.40.00	0.0
11418	S.ILARIO	03/03/17 19.53.00	03/03/17 19.51.30	-1.5
11418	PARMA	03/03/17 20.03.00	03/03/17 20.01.00	-2.0
2986	BOLOGNA C.LE	03/03/17 07.00.00	03/03/17 07.02.00	2.0
2986	MODENA	03/03/17 07.35.00	03/03/17 07.31.30	-3.5
2986	REGGIO EMILIA	03/03/17 07.53.00	03/03/17 07.55.00	2.0
2986	PARMA	03/03/17 08.14.00	03/03/17 08.12.30	-1.5
2986	FIDENZA	03/03/17 08.29.00	03/03/17 08.32.00	3.0
2986	FIORENZUOLA	03/03/17 08.40.00	03/03/17 08.41.00	1.0
2986	PIACENZA	03/03/17 08.56.00	03/03/17 08.55.30	-0.5
2986	LODI	03/03/17 09.19.00	03/03/17 09.20.00	1.0
2986	MILANO ROGOREDO	03/03/17 09.35.00	03/03/17 09.38.00	3.0
2986	MILANO LAMBRATE	03/03/17 09.42.00	03/03/17 09.44.00	2.0
2986	MILANO CENTRALE	03/03/17 09.50.00	03/03/17 09.50.30	0.5
2136	ANCONA	03/03/17 16.40.00	03/03/17 16.53.30	13.5
2136	FALCONARA MARITTIMA	03/03/17 16.49.00	03/03/17 16.59.00	10.0
2124	ANCONA	03/03/17 04.35.00	03/03/17 04.37.30	2.5
2124	FALCONARA MARITTIMA	03/03/17 04.43.00	03/03/17 04.44.30	1.5
2068	VERONA PORTA NUOVA	03/03/17 12.45.00	03/03/17 12.46.00	1.0
2068	PESCHIERA DEL GARDA	03/03/17 12.58.00	03/03/17 13.00.00	2.0
2068	DESENZANO	03/03/17 13.08.00	03/03/17 13.09.30	1.5
2068	BRESCIA	03/03/17 13.26.00	03/03/17 13.26.00	0.0
2068	ROVATO	03/03/17 13.37.00	03/03/17 13.38.00	1.0
2068	CHIARI	03/03/17 13.42.00	03/03/17 13.44.00	2.0
2068	ROMANO	03/03/17 13.51.00	03/03/17 13.54.00	3.0
