Nr_Treno	Stazione	Arrivo_Programmato	Arrivo_Effettivo	Ritardo_In_Minuti
11526	ANCONA	03/01/17 05.33.00	03/01/17 06.38.30	65.5
11526	FALCONARA MARITTIMA	03/01/17 05.40.00	03/01/17 06.54.00	74.0
11526	SENIGALLIA	03/01/17 05.50.00	03/01/17 07.04.30	74.5
11526	MAROTTA MONDOLFO	03/01/17 05.57.00	03/01/17 07.12.30	75.5
11526	FANO	03/01/17 06.05.00	03/01/17 07.20.00	75.0
11526	PESARO	03/01/17 06.14.00	03/01/17 07.30.00	76.0
11526	CATTOLICA S.GIOVANNI GABICCE	03/01/17 06.25.00	03/01/17 07.41.30	76.5
11526	RICCIONE	03/01/17 06.32.00	03/01/17 07.47.30	75.5
11526	RIMINI	03/01/17 06.43.00	03/01/17 07.55.30	72.5
11526	CESENA	03/01/17 07.04.00	03/01/17 08.16.00	72.0
11526	FORLI`	03/01/17 07.16.00	03/01/17 08.32.30	76.5
11526	FAENZA	03/01/17 07.27.00	03/01/17 08.43.00	76.0
11526	CASTELBOLOGNESE	03/01/17 07.42.00	03/01/17 08.49.30	67.5
11526	IMOLA	03/01/17 07.50.00	03/01/17 08.55.30	65.5
11526	CASTEL S.PIETRO TERME	03/01/17 08.04.00	03/01/17 09.04.30	60.5
11526	BOLOGNA C.LE	03/01/17 08.21.00	03/01/17 09.22.30	61.5
11526	CASTELFRANCO D'EMILIA	03/01/17 08.45.00	03/01/17 09.46.00	61.0
11526	MODENA	03/01/17 08.54.00	03/01/17 09.53.30	59.5
11526	REGGIO EMILIA	03/01/17 09.08.00	03/01/17 10.07.00	59.0
11526	PARMA	03/01/17 09.23.00	03/01/17 10.23.30	60.5
11526	FIDENZA	03/01/17 09.35.00	03/01/17 10.35.30	60.5
11526	FIORENZUOLA	03/01/17 09.46.00	03/01/17 10.44.00	58.0
11526	PIACENZA	03/01/17 10.05.00	03/01/17 10.59.30	54.5
2986	BOLOGNA C.LE	03/01/17 07.00.00	03/01/17 07.02.00	2.0
2986	MODENA	03/01/17 07.35.00	03/01/17 07.27.00	-8.0
2986	REGGIO EMILIA	03/01/17 07.53.00	03/01/17 07.51.30	-1.5
2986	PARMA	03/01/17 08.14.00	03/01/17 08.09.00	-5.0
2986	FIDENZA	03/01/17 08.29.00	03/01/17 08.27.00	-2.0
2986	FIORENZUOLA	03/01/17 08.40.00	03/01/17 08.38.00	-2.0
2986	PIACENZA	03/01/17 08.56.00	03/01/17 08.51.30	-4.5
2986	LODI	03/01/17 09.19.00	03/01/17 09.16.00	-3.0
2986	MILANO ROGOREDO	03/01/17 09.35.00	03/01/17 09.36.00	1.0
2986	MILANO LAMBRATE	03/01/17 09.42.00	03/01/17 09.41.30	-0.5
2986	MILANO CENTRALE	03/01/17 09.50.00	03/01/17 09.48.00	-2.0
