Nr_Treno	Stazione	Arrivo_Programmato	Arrivo_Effettivo	Ritardo_In_Minuti
11526	ANCONA	23/11/16 05.33.00	23/11/16 05.34.30	1.5
11526	FALCONARA MARITTIMA	23/11/16 05.40.00	23/11/16 05.41.30	1.5
11526	SENIGALLIA	23/11/16 05.50.00	23/11/16 05.51.00	1.0
11526	MAROTTA MONDOLFO	23/11/16 05.57.00	23/11/16 05.57.30	0.5
11526	FANO	23/11/16 06.05.00	23/11/16 06.05.30	0.5
11526	PESARO	23/11/16 06.14.00	23/11/16 06.16.00	2.0
11526	CATTOLICA S.GIOVANNI GABICCE	23/11/16 06.25.00	23/11/16 06.27.00	2.0
11526	RICCIONE	23/11/16 06.32.00	23/11/16 06.34.00	2.0
11526	RIMINI	23/11/16 06.43.00	23/11/16 06.42.00	-1.0
11526	CESENA	23/11/16 07.04.00	23/11/16 07.01.00	-3.0
11526	FORLI`	23/11/16 07.16.00	23/11/16 07.14.30	-1.5
11526	FAENZA	23/11/16 07.27.00	23/11/16 07.31.30	4.5
11526	CASTELBOLOGNESE	23/11/16 07.42.00	23/11/16 07.43.00	1.0
11526	IMOLA	23/11/16 07.50.00	23/11/16 07.49.00	-1.0
11526	CASTEL S.PIETRO TERME	23/11/16 08.04.00	23/11/16 08.03.00	-1.0
11526	BOLOGNA C.LE	23/11/16 08.21.00	23/11/16 08.22.30	1.5
11526	CASTELFRANCO D'EMILIA	23/11/16 08.45.00	23/11/16 08.41.30	-3.5
11526	MODENA	23/11/16 08.54.00	23/11/16 08.52.30	-1.5
11526	REGGIO EMILIA	23/11/16 09.08.00	23/11/16 09.07.30	-0.5
11526	PARMA	23/11/16 09.23.00	23/11/16 09.28.00	5.0
11526	FIDENZA	23/11/16 09.35.00	23/11/16 09.39.30	4.5
11526	FIORENZUOLA	23/11/16 09.46.00	23/11/16 09.47.00	1.0
2986	BOLOGNA C.LE	23/11/16 07.00.00	23/11/16 07.01.30	1.5
2986	MODENA	23/11/16 07.35.00	23/11/16 07.38.00	3.0
2986	REGGIO EMILIA	23/11/16 07.53.00	23/11/16 07.55.00	2.0
2986	PARMA	23/11/16 08.14.00	23/11/16 08.13.00	-1.0
2986	FIDENZA	23/11/16 08.29.00	23/11/16 08.29.00	0.0
2986	FIORENZUOLA	23/11/16 08.40.00	23/11/16 08.38.00	-2.0
2986	PIACENZA	23/11/16 08.56.00	23/11/16 08.56.00	0.0
2986	LODI	23/11/16 09.19.00	23/11/16 09.21.00	2.0
2986	MILANO ROGOREDO	23/11/16 09.35.00	23/11/16 09.38.00	3.0
2986	MILANO LAMBRATE	23/11/16 09.42.00	23/11/16 09.44.00	2.0
11400	BOLOGNA C.LE	23/11/16 06.52.00	23/11/16 06.56.00	4.0
11400	ANZOLA	23/11/16 07.03.00	23/11/16 07.04.00	1.0
11400	SAMOGGIA	23/11/16 07.08.00	23/11/16 07.09.00	1.0
11400	CASTELFRANCO D'EMILIA	23/11/16 07.14.00	23/11/16 07.16.00	2.0
11400	MODENA	23/11/16 07.22.00	23/11/16 07.25.30	3.5
11400	RUBIERA	23/11/16 07.37.00	23/11/16 07.41.30	4.5
11400	REGGIO EMILIA	23/11/16 07.44.00	23/11/16 07.49.00	5.0
11400	S.ILARIO	23/11/16 07.56.00	23/11/16 08.00.30	4.5
11414	BOLOGNA C.LE	23/11/16 08.52.00	23/11/16 08.53.30	1.5
11414	ANZOLA	23/11/16 09.03.00	23/11/16 09.03.00	0.0
11414	SAMOGGIA	23/11/16 09.08.00	23/11/16 09.08.30	0.5
11414	CASTELFRANCO D'EMILIA	23/11/16 09.14.00	23/11/16 09.13.30	-0.5
11414	MODENA	23/11/16 09.23.00	23/11/16 09.22.30	-0.5
11414	RUBIERA	23/11/16 09.32.00	23/11/16 09.33.00	1.0
11414	REGGIO EMILIA	23/11/16 09.40.00	23/11/16 09.41.00	1.0
11414	S.ILARIO	23/11/16 09.53.00	23/11/16 09.53.00	0.0
