Nr_Treno	Stazione	Arrivo_Programmato	Arrivo_Effettivo	Ritardo_In_Minuti
2283	MILANO CENTRALE	23/11/16 17.20.00	23/11/16 17.22.30	2.5
2283	MILANO LAMBRATE	23/11/16 17.26.00	23/11/16 17.27.00	1.0
2283	MILANO ROGOREDO	23/11/16 17.31.00	23/11/16 17.32.00	1.0
2283	LODI	23/11/16 17.46.00	23/11/16 17.50.00	4.0
2283	PIACENZA	23/11/16 18.12.00	23/11/16 18.13.30	1.5
2271	MILANO CENTRALE	23/11/16 05.15.00	23/11/16 05.20.30	5.5
2271	MILANO ROGOREDO	23/11/16 05.26.00	23/11/16 05.28.30	2.5
2271	LODI	23/11/16 05.41.00	23/11/16 05.43.30	2.5
2271	PIACENZA	23/11/16 06.07.00	23/11/16 06.07.30	0.5
2271	FIORENZUOLA	23/11/16 06.22.00	23/11/16 06.20.30	-1.5
2271	FIDENZA	23/11/16 06.30.00	23/11/16 06.30.00	0.0
2271	PARMA	23/11/16 06.44.00	23/11/16 06.45.30	1.5
2271	S.ILARIO	23/11/16 06.52.00	23/11/16 06.53.30	1.5
2271	REGGIO EMILIA	23/11/16 07.02.00	23/11/16 07.06.00	4.0
2271	RUBIERA	23/11/16 07.11.00	23/11/16 07.14.30	3.5
2271	MODENA	23/11/16 07.19.00	23/11/16 07.28.00	9.0
2271	CASTELFRANCO D'EMILIA	23/11/16 07.30.00	23/11/16 07.38.30	8.5
2271	SAMOGGIA	23/11/16 07.38.00	23/11/16 07.46.00	8.0
2271	ANZOLA	23/11/16 07.43.00	23/11/16 07.50.00	7.0
2281	MILANO CENTRALE	23/11/16 15.20.00	23/11/16 15.22.00	2.0
2281	MILANO LAMBRATE	23/11/16 15.26.00	23/11/16 15.27.00	1.0
2281	MILANO ROGOREDO	23/11/16 15.31.00	23/11/16 15.34.00	3.0
2281	LODI	23/11/16 15.46.00	23/11/16 15.51.00	5.0
2281	CASALPUSTERLENGO	23/11/16 15.57.00	23/11/16 16.04.00	7.0
2281	PIACENZA	23/11/16 16.12.00	23/11/16 16.14.00	2.0
2281	FIORENZUOLA	23/11/16 16.26.00	23/11/16 16.27.30	1.5
2281	FIDENZA	23/11/16 16.41.00	23/11/16 16.39.00	-2.0
2281	PARMA	23/11/16 16.54.00	23/11/16 16.57.30	3.5
2281	S.ILARIO	23/11/16 17.03.00	23/11/16 17.06.30	3.5
2281	REGGIO EMILIA	23/11/16 17.12.00	23/11/16 17.18.30	6.5
2281	RUBIERA	23/11/16 17.22.00	23/11/16 17.27.00	5.0
2281	MODENA	23/11/16 17.30.00	23/11/16 17.36.00	6.0
2281	CASTELFRANCO D'EMILIA	23/11/16 17.39.00	23/11/16 17.45.00	6.0
2281	SAMOGGIA	23/11/16 17.46.00	23/11/16 17.52.30	6.5
2281	ANZOLA	23/11/16 17.51.00	23/11/16 17.57.30	6.5
2279	MILANO CENTRALE	23/11/16 13.20.00	23/11/16 13.47.00	27.0
2279	MILANO LAMBRATE	23/11/16 13.26.00	23/11/16 13.51.30	25.5
2279	MILANO ROGOREDO	23/11/16 13.31.00	23/11/16 13.57.00	26.0
2279	LODI	23/11/16 13.46.00	23/11/16 14.13.00	27.0
2279	CASALPUSTERLENGO	23/11/16 13.57.00	23/11/16 14.25.00	28.0
2279	PIACENZA	23/11/16 14.12.00	23/11/16 14.35.00	23.0
2279	FIORENZUOLA	23/11/16 14.26.00	23/11/16 14.48.30	22.5
2279	FIDENZA	23/11/16 14.41.00	23/11/16 14.56.00	15.0
2279	PARMA	23/11/16 14.54.00	23/11/16 15.08.00	14.0
2279	S.ILARIO	23/11/16 15.03.00	23/11/16 15.18.00	15.0
2279	REGGIO EMILIA	23/11/16 15.12.00	23/11/16 15.29.30	17.5
2279	RUBIERA	23/11/16 15.22.00	23/11/16 15.37.30	15.5
2279	MODENA	23/11/16 15.30.00	23/11/16 15.46.30	16.5
2279	CASTELFRANCO D'EMILIA	23/11/16 15.39.00	23/11/16 15.55.30	16.5
2279	SAMOGGIA	23/11/16 15.46.00	23/11/16 16.02.30	16.5
2279	ANZOLA	23/11/16 15.51.00	23/11/16 16.07.30	16.5
