Nr_Treno	Stazione	Arrivo_Programmato	Arrivo_Effettivo	Ritardo_In_Minuti
6485	PARMA	17/12/16 07.58.00	17/12/16 08.01.00	3.0
6485	S.ILARIO	17/12/16 08.05.00	17/12/16 08.08.30	3.5
6485	REGGIO EMILIA	17/12/16 08.14.00	17/12/16 08.18.30	4.5
6485	RUBIERA	17/12/16 08.24.00	17/12/16 08.26.30	2.5
6485	MODENA	17/12/16 08.32.00	17/12/16 08.35.30	3.5
6485	CASTELFRANCO D'EMILIA	17/12/16 08.41.00	17/12/16 08.44.00	3.0
6485	SAMOGGIA	17/12/16 08.48.00	17/12/16 08.51.30	3.5
6485	ANZOLA	17/12/16 08.53.00	17/12/16 08.56.00	3.0
6485	BOLOGNA C.LE	17/12/16 09.08.00	17/12/16 09.07.30	-0.5
2131	PIACENZA	17/12/16 14.52.00	17/12/16 14.53.00	1.0
2131	FIORENZUOLA	17/12/16 15.04.00	17/12/16 15.05.00	1.0
2131	FIDENZA	17/12/16 15.13.00	17/12/16 15.13.30	0.5
2271	MILANO CENTRALE	17/12/16 05.15.00	17/12/16 05.17.00	2.0
2271	MILANO ROGOREDO	17/12/16 05.26.00	17/12/16 05.25.00	-1.0
2271	LODI	17/12/16 05.41.00	17/12/16 05.43.00	2.0
2271	PIACENZA	17/12/16 06.07.00	17/12/16 06.14.00	7.0
2271	FIORENZUOLA	17/12/16 06.22.00	17/12/16 06.26.30	4.5
2271	FIDENZA	17/12/16 06.30.00	17/12/16 06.34.30	4.5
2271	PARMA	17/12/16 06.44.00	17/12/16 06.56.00	12.0
2271	S.ILARIO	17/12/16 06.52.00	17/12/16 07.04.30	12.5
2271	REGGIO EMILIA	17/12/16 07.02.00	17/12/16 07.15.00	13.0
2271	RUBIERA	17/12/16 07.11.00	17/12/16 07.23.30	12.5
2271	MODENA	17/12/16 07.19.00	17/12/16 07.41.30	22.5
2271	CASTELFRANCO D'EMILIA	17/12/16 07.30.00	17/12/16 07.50.00	20.0
2271	SAMOGGIA	17/12/16 07.38.00	17/12/16 07.56.30	18.5
2271	ANZOLA	17/12/16 07.43.00	17/12/16 08.01.00	18.0
2271	BOLOGNA C.LE	17/12/16 08.02.00	17/12/16 08.11.00	9.0
2282	BOLOGNA C.LE	17/12/16 13.52.00	17/12/16 13.54.00	2.0
2282	ANZOLA	17/12/16 14.03.00	17/12/16 14.03.30	0.5
2282	SAMOGGIA	17/12/16 14.08.00	17/12/16 14.08.30	0.5
2282	CASTELFRANCO D'EMILIA	17/12/16 14.14.00	17/12/16 14.13.00	-1.0
2282	MODENA	17/12/16 14.23.00	17/12/16 14.22.00	-1.0
